Date,MOM,Mkt-RF,SMB,HML,RMW,CMA,RF,ME,IA,ROE,EG
1967-01-06,-5.019914785544033,2.2743610615808096,2.500137469295094,1.3862681690830492,0.8223056953263308,0.5300301411022446,0.080024003200152,1.2668,0.4269,-0.5084,-1.1172
1967-01-13,-0.3228817500341985,2.9313720318962844,1.690729732127516,1.2147251454704744,-0.0712981732519324,-0.6501144619367349,0.1000400080007901,1.4232,-0.3834,0.7606,0.8189
1967-01-20,-1.403181897531669,1.8788771927661152,1.3731105359435336,0.1985707270906633,-0.2023649719907427,-1.0383783692602289,0.1000400080007901,1.2531,-1.6048,0.3933,-1.1684
1967-01-27,0.5184035731307768,0.3563125290777957,1.975217871360213,-1.154989821716523,0.6408881937721045,-1.7185706622602326,0.1000400080007901,1.7395,-1.5365,1.2813,-0.2194
1967-02-03,-0.2704446755059653,1.3847073530767418,1.5995296106792845,0.7517936242179779,0.0690297052400978,0.0093119833971533,0.0970376372985803,0.9202,0.5815,0.2693,-0.0917
1967-02-10,-0.0502177726618091,0.4156372467958746,0.8009229039952714,-0.858514995913906,0.7602655542168657,-0.6989331026115986,0.0950361068596139,0.022,-0.1593,0.6905,1.0164
1967-02-17,0.8318219626861412,0.5075927427514504,0.7714870712539401,-0.3699046724359833,-0.5097022086253733,0.4790163694551319,0.0950361068596139,0.5142,0.0881,-0.1281,0.0159
1967-02-24,1.2451939872444306,-0.2909465200000016,0.6611165566451582,-0.5595149350899997,0.4500379735999926,-0.3397569369999909,0.0760216627436971,0.9314,-0.1661,1.4194,0.0557
1967-03-03,1.314917590174569,0.9312484220204807,0.168316684641212,-1.2256948386351052,0.8688432897207443,-1.205593037388486,0.0920338562267808,0.1747,-0.9846,1.7399,0.3934
1967-03-10,0.3993072864186819,0.8622367521778695,1.3870999228573488,0.5184565755699921,0.6906599018382753,-1.125829523987676,0.090032405832563,1.2312,-1.3844,0.9348,-0.488
1967-03-17,-1.0656950679778898,1.3294965554976337,-0.4698513890877054,-0.1608024471116187,0.3200994348198538,0.0589007185940237,0.090032405832563,-0.7701,-0.5092,-0.1388,-0.8677
1967-03-23,0.4999383371491195,0.6590475669521423,0.0092759527616115,0.0194331229183886,0.7718433819046355,0.0297188918144231,0.0720194423329267,0.5067,0.2945,0.2635,0.2611
1967-03-31,1.2139183435119882,-0.5698262888403693,0.6012901380982871,0.5090087755004413,-0.8277640944640896,0.3999874334438713,0.090032405832563,0.5585,0.7945,0.0115,0.237
1967-04-07,-0.1024107714476141,-0.9163154342055946,-0.1308596565406494,0.5297676253357197,-1.4236880015179088,0.837747393453725,0.080025604096301,0.1402,0.336,-1.296,-0.6163
1967-04-14,1.0016414807525242,1.007550821488179,-0.2519661087404645,-0.682181764425549,1.3351482686676297,-1.5758257862993563,0.080025604096301,-0.7225,-1.3112,0.5555,0.3223
1967-04-21,-0.6111029163916815,2.0750140725145583,0.6206134039562938,-0.6185236771010683,1.0842592739798596,-1.4031245660941605,0.080025604096301,0.1864,-0.8918,0.4937,-0.2696
1967-04-28,-0.0912933307002261,1.6684475215583028,0.2289785772611186,-1.4425746935014083,1.9546412258858448,-1.2552073588155466,0.080025604096301,-0.1945,-0.9635,1.2258,-1.0533
1967-05-05,0.3477449168507673,0.6309415687563602,1.4261318015038826,-0.11163607308311,-0.0320545285077744,0.2662148324219515,0.0750225033752993,1.4486,0.1173,0.1429,-0.5461
1967-05-12,0.1452810704587248,-0.6748599382651488,0.858513497308544,0.5082865643287526,-1.107932496371644,-0.1932196588293244,0.0750225033752993,0.8675,0.038,-0.2374,-0.284
1967-05-19,0.7886840658125616,-1.138796335167902,1.2358201093550791,0.4400996648636468,-0.9762838716094624,0.7210880224583827,0.0750225033752993,1.5401,0.9464,-0.3195,-0.7244
1967-05-26,0.2870017063196117,-1.0976251838409112,-0.191427794293697,0.0786212986275458,0.6101824951676438,0.1793211574314224,0.0750225033752993,-0.2705,0.3009,0.7033,1.0912
1967-06-02,-0.5463437448159914,-1.383310373555202,-0.4153518847353821,-0.1200999567769756,0.3202869991314028,0.337470185899491,0.0540108909720338,-0.329,0.7307,0.3492,0.2488
1967-06-09,2.330789066365191,2.041021532063247,0.8262387892568279,-0.2503479154148502,-0.2302211022782385,-0.8026309634547091,0.0600144017280479,0.5106,-0.892,0.2964,-0.1724
1967-06-16,2.005332185268061,1.263857480606112,1.9233903583724787,-0.1603125723136256,0.1096075579680055,-1.0662451607270085,0.0600144017280479,2.4,-1.2838,0.7113,0.3418
1967-06-23,1.2046014656053483,-0.3798236158166879,1.8432469882005753,0.0197098805014617,-0.3004571430800018,-0.3209427223052841,0.0600144017280479,1.8619,-0.1032,0.2484,-0.3299
1967-06-30,0.0382545604035611,-1.2744215930605929,1.243913658972895,1.2864347500109783,-0.5400548978791719,0.4094325399362164,0.0600144017280479,0.8591,0.3954,-0.8398,0.0871
1967-07-07,0.7011951828178375,1.2951861186689009,1.5892355751257805,-0.5988078584343803,1.629536964857703,-0.5794466967482426,0.0640153616384475,0.6499,-0.4588,1.0557,0.2118
1967-07-14,-0.1107369610746977,1.2956396743454723,1.0121359044451772,0.98314622258191,0.4382455512123684,0.4300066037620231,0.080025604096301,1.2891,0.2682,-0.2476,-0.8156
1967-07-21,-2.2995370166455698,1.0528240941768183,-0.5698176290222623,2.259503509510563,-1.501977099383511,3.2091539718404727,0.080025604096301,-0.0197,3.0855,-0.3655,0.2805
