Year_Month,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ME,IA,ROE,EG
1987-02,4.39,3.4,-5.91,-0.76,-2.66,0.43,-2.07,3.3735,-1.9012,2.101,-0.5604
1987-03,1.64,0.28,1.61,1.36,4.14,0.47,1.68,-0.6612,4.2147,-1.121,1.3151
1987-04,-2.11,-1.54,-0.39,-0.49,1.05,0.44,0.22,-2.4905,0.3763,-1.3785,0.6453
1987-05,0.11,-0.56,0.23,0.51,1.14,0.38,-0.74,-1.2308,-0.1171,-2.3334,-0.2235
1987-06,3.94,-2.21,1.04,1.7,0.84,0.48,-0.25,-1.5507,1.4229,1.4697,-0.2278
1987-07,3.85,-1.14,0.68,-0.61,1.61,0.46,2.72,-2.0675,0.1261,-1.8073,-0.6309
1987-08,3.52,-0.94,-0.93,2.04,-1.61,0.47,-0.86,-0.1931,-0.2372,3.7936,2.5282
1987-09,-2.59,0.38,0.27,-0.97,1.87,0.45,0.77,0.6209,1.9149,0.5872,1.8374
1987-10,-23.24,-8.07,4.24,2.04,2.34,0.6,-7.86,-7.4686,3.3551,0.3344,2.6169
1987-11,-7.77,2.85,2.95,-1.88,0.68,0.35,-1.17,3.275,0.5998,-0.6687,0.8926
1987-12,6.81,0.06,-4.43,2.96,-2.42,0.39,5.87,0.2421,-2.426,3.8843,1.674
1988-01,4.21,-0.51,5.01,-1.14,2.13,0.29,-7.24,-0.751,1.3194,-4.0669,-1.7562
1988-02,4.75,3.32,-1.71,1.56,-0.01,0.46,-1.47,3.5117,-0.6254,1.0352,-0.5616
1988-03,-2.27,6.25,0.73,-0.25,1.8,0.44,0.58,5.709,1.6772,-2.1555,-2.028
1988-04,0.56,1.16,1.67,-0.2,1.92,0.46,2.24,0.9169,2.1312,0.644,0.9061
1988-05,-0.29,-2.56,2.42,-0.74,0.33,0.51,0.63,-1.2091,0.4677,-0.1678,1.3142
1988-06,4.79,2.16,-1.24,1.47,-3.37,0.49,-2.93,2.7761,-3.2454,2.2288,1.8257
1988-07,-1.25,-0.21,2.22,-0.58,1.52,0.51,0.66,0.2177,1.1077,-1.134,0.0197
1988-08,-3.31,-0.03,2.15,-0.82,1.76,0.59,0.35,0.03,1.6686,-2.1518,-0.1886
1988-09,3.3,-1.36,-0.75,1.76,-0.61,0.62,0.27,-1.4556,-0.42,2.1771,0.819
1988-10,1.15,-2.95,2.05,1.3,1.03,0.61,1.33,-2.8125,0.5013,0.056,0.6653
1988-11,-2.29,-1.65,1.41,-0.28,1.62,0.57,0.33,-1.928,1.3928,-0.4884,0.3746
1988-12,1.49,2.01,-1.69,0.69,-0.38,0.63,0.49,2.4204,0.4539,0.7818,0.5134
1989-01,6.1,-2.31,0.6,-0.95,0.14,0.55,-0.16,-2.204,0.0107,-0.3507,1.5548
1989-02,-2.25,2.71,1.01,-0.87,1.81,0.61,0.99,2.9516,1.5631,-0.4588,-0.1586
1989-03,1.57,0.68,0.58,0.05,0.72,0.67,3.51,1.3323,1.2637,-0.142,0.7382
1989-04,4.33,-0.78,-1.42,0.71,-0.57,0.67,1.77,-0.9415,-0.2841,1.1641,-0.2715
1989-05,3.35,-0.01,-0.88,0.49,-0.08,0.79,1.52,0.0394,0.1016,1.1975,0.366
1989-06,-1.35,-1.09,2.25,0.27,1.56,0.71,0.43,-0.7322,1.593,-0.1521,-0.9466
1989-07,7.2,-4.15,-2.79,1.98,-0.58,0.7,5.41,-3.464,-0.4503,4.9063,2.4612
1989-08,1.44,0.48,0.6,0.39,-0.58,0.74,-0.12,0.484,-0.4255,1.6506,0.1478
1989-09,-0.76,0.49,-1.27,1.4,0.5,0.65,3.4,0.7698,1.1982,1.6439,1.9118
1989-10,-3.67,-3.3,-1.11,0.11,-0.04,0.68,1.32,-3.3543,1.2994,1.4077,2.335
1989-11,1.03,-1.29,-1.09,-0.86,1.41,0.69,2.6,-1.3397,1.6323,0.2405,-0.6582
1989-12,1.16,-2.27,0.16,-0.07,1.42,0.61,2.8,-1.9468,1.5752,1.0677,2.4137
1990-01,-7.85,-1.31,0.85,-1.17,1.35,0.57,-3.27,-1.2188,0.925,0.0355,-0.2262
1990-02,1.11,1.17,0.64,-0.03,-0.66,0.57,-0.55,1.1796,-1.0948,-0.3925,0.0956
1990-03,1.83,1.62,-2.92,2.04,-1.02,0.64,1.8,1.2208,-0.3645,2.2864,1.6703
1990-04,-3.36,-0.33,-2.59,1.78,-0.98,0.69,2.39,-0.4983,-0.7918,1.9801,0.6246
1990-05,8.42,-2.35,-3.83,1.57,-1.68,0.68,3.03,-1.6377,-0.8618,3.7369,2.6144
1990-06,-1.09,1.35,-1.93,-1.03,-0.39,0.63,2.4,1.845,0.2453,2.2253,-0.2721
1990-07,-1.9,-3.16,-0.03,-0.18,3.21,0.68,6.1,-2.4684,4.0112,2.5571,-0.0068
1990-08,-10.15,-3.87,1.64,-0.35,2.96,0.66,1.88,-4.526,3.7203,-0.9983,1.2731
1990-09,-6.12,-3.74,0.64,0.06,3.67,0.6,5.78,-3.4191,2.6212,-0.4552,2.7381
1990-10,-1.92,-5.12,0.1,2.97,-0.3,0.68,6.71,-5.0423,0.2605,2.077,3.0536
1990-11,6.35,0.07,-3.1,0.65,-4.74,0.57,-5.48,0.4489,-3.9833,1.5215,-0.8312
1990-12,2.46,0.67,-1.7,2.73,-1.89,0.6,0.29,1.3158,-1.9466,3.8535,1.4665
1991-01,4.69,3.91,-1.6,1.28,-3.99,0.52,-6.45,3.3624,-3.9503,0.1591,1.5865
1991-02,7.19,3.94,-0.58,-0.2,-0.33,0.48,-4.61,3.6299,0.1463,-1.2402,-0.6779
1991-03,2.65,3.83,-1.39,-0.53,-1.06,0.44,2.87,3.9312,-0.9285,1.6779,0.0366
1991-04,-0.28,0.31,1.5,0.62,0.74,0.53,-2.36,-0.7093,0.4677,1.3981,0.6157
1991-05,3.65,0.14,-0.52,2.0,-2.43,0.47,-0.11,-0.5648,-1.9526,-0.7118,-1.0619
1991-06,-4.94,0.24,1.15,1.79,0.65,0.42,0.47,0.0591,0.6135,1.3683,0.4831
1991-07,4.24,-0.96,-1.32,1.6,-1.36,0.49,4.32,-0.5405,-0.6418,3.0468,0.3864
1991-08,2.32,1.4,-0.78,0.84,-0.34,0.46,1.57,1.2962,-0.0359,1.1586,-0.2496
1991-09,-1.59,1.56,-1.08,-1.82,0.08,0.46,1.79,1.812,-0.8242,-0.3644,0.2084
1991-10,1.29,0.91,-0.47,-1.7,-0.23,0.42,3.06,0.548,1.3518,-0.0451,3.2018
1991-11,-4.19,-0.83,-1.89,1.11,0.01,0.39,1.14,-0.2929,0.3063,3.2845,0.3457
1991-12,10.84,-2.4,-4.17,3.55,-3.12,0.38,8.19,-1.4813,-2.0278,6.7592,-0.4648
1992-01,-0.59,9.18,4.71,-1.32,3.2,0.34,-2.49,8.3447,1.5044,-4.0675,1.5419
1992-02,1.09,1.33,6.47,0.08,2.19,0.28,-0.53,1.4019,2.2609,0.7464,2.2092
1992-03,-2.66,-0.93,3.56,-0.01,1.95,0.34,-0.29,-1.1984,2.0114,1.0075,2.0118
1992-04,1.07,-5.7,4.34,1.69,2.23,0.32,-2.58,-6.9392,1.8032,-1.7011,2.0023
1992-05,0.3,0.21,1.19,-0.95,0.48,0.28,0.21,-0.26,0.2946,-0.2076,-0.7499
1992-06,-2.34,-2.73,3.24,-0.05,1.01,0.32,-0.58,-2.6362,0.6498,1.0499,0.7786
1992-07,3.77,-0.62,-0.56,1.3,-0.91,0.31,1.56,-0.8431,0.3915,2.5486,-0.024
1992-08,-2.38,-0.42,-1.1,3.72,-1.65,0.26,-0.51,-0.3027,-0.7708,1.5206,-0.8624
1992-09,1.19,0.48,-0.26,1.64,-0.59,0.26,1.49,0.6797,-0.3975,2.3975,-0.8276
1992-10,1.02,2.07,-1.98,1.24,-0.79,0.23,2.48,1.5547,-0.3589,2.1272,0.61
1992-11,4.13,3.94,-1.35,-0.68,-1.59,0.23,-0.15,3.6882,-1.1712,0.9448,-0.1423
1992-12,1.53,1.68,2.62,-0.48,0.84,0.28,4.31,2.743,1.4108,1.8297,1.04
1993-01,0.93,1.93,5.94,-1.84,2.91,0.23,4.83,2.3197,2.9827,-1.4431,0.0495
1993-02,0.12,-3.45,6.42,-0.42,4.13,0.22,3.14,-3.3152,3.6569,-1.4786,2.1469
1993-03,2.3,0.09,1.18,-0.15,0.9,0.25,3.73,-0.0141,0.9273,1.7906,0.5639
1993-04,-3.05,-0.85,2.49,-3.61,1.38,0.24,0.38,-1.1434,1.201,-3.0656,1.9917
1993-05,2.89,1.9,-3.42,-0.12,-1.04,0.22,0.22,1.8045,-0.8479,-0.5601,-0.273
1993-06,0.31,0.13,2.75,-0.92,1.21,0.25,4.55,1.5893,1.8188,3.004,1.4634
1993-07,-0.34,0.95,2.85,-1.87,2.06,0.24,3.16,1.3909,1.4591,-0.5623,0.8502
1993-08,3.71,0.1,0.13,-1.54,-0.04,0.25,2.65,-0.019,-0.0614,0.4572,0.7642
1993-09,-0.12,2.98,-0.31,0.24,-0.16,0.26,3.37,3.1054,0.2696,0.9427,1.3638
1993-10,1.41,1.89,-2.76,0.57,0.6,0.22,-2.72,0.4216,-0.5641,-1.4093,-1.4198
1993-11,-1.89,-1.27,-0.74,2.23,-0.94,0.25,-4.74,-1.8618,-0.7507,-0.7095,0.1379
1993-12,1.65,1.4,0.32,1.16,-0.34,0.23,2.36,2.1125,-0.2555,2.3869,2.2733
1994-01,2.87,-0.06,1.15,-1.66,1.43,0.25,0.0,0.159,1.1272,-0.922,0.9311
1994-02,-2.55,2.67,-1.54,2.14,-1.0,0.21,-0.3,2.6526,-0.4691,2.6619,1.598
1994-03,-4.78,-1.04,1.6,0.69,1.28,0.27,-1.27,-0.9378,0.9681,0.2218,1.3513
1994-04,0.68,-1.01,1.66,1.07,1.11,0.27,0.39,-0.819,1.2741,1.529,1.5131
1994-05,0.58,-2.56,0.67,0.6,0.68,0.31,-2.19,-1.9848,0.512,-0.7588,1.4199
1994-06,-3.03,-0.5,1.67,1.21,1.47,0.31,-0.87,-0.8441,0.9202,0.1932,1.3288
1994-07,2.82,-1.85,0.58,-0.65,0.14,0.28,0.18,-1.4321,0.4259,0.7148,-0.0945
1994-08,4.01,1.37,-2.51,0.95,-1.47,0.37,1.55,2.0904,-0.6915,2.061,2.6805
1994-09,-2.31,2.8,-1.89,0.52,0.93,0.37,1.31,2.2081,0.5879,1.0911,0.9738
1994-10,1.34,-2.3,-1.62,0.23,-0.68,0.38,1.49,-1.8201,0.1613,0.3556,2.448
1994-11,-4.04,0.07,-0.7,0.42,-0.5,0.37,-0.18,0.5354,-1.0042,1.3703,1.4457
1994-12,0.86,0.0,-0.13,0.37,0.38,0.44,3.48,1.1739,1.2933,3.9844,3.7209
1995-01,1.8,-3.06,2.57,0.17,-0.75,0.42,-1.81,-2.4308,-0.0027,-0.063,1.1177
1995-02,3.63,-0.54,1.08,0.59,-0.33,0.4,-0.39,-0.6967,-0.8485,0.5097,1.2099
1995-03,2.19,-0.51,-2.15,-0.17,0.22,0.46,0.43,-1.2145,0.1685,1.2654,0.7805
1995-04,2.11,-0.22,1.71,0.41,0.9,0.44,1.79,-0.0076,0.0068,0.142,3.4497
1995-05,2.9,-2.19,2.29,0.39,0.04,0.54,-0.42,-2.2038,0.8586,-1.0066,1.4624
1995-06,2.72,3.06,-2.54,-0.33,-2.44,0.47,2.93,3.219,-1.7465,2.1275,1.8099
1995-07,3.72,2.09,-1.62,0.3,-1.65,0.45,2.56,1.7624,-2.5443,0.9451,0.3138
1995-08,0.55,1.75,2.79,-1.24,1.62,0.47,0.16,2.3538,2.1996,0.1383,1.2954
1995-09,3.35,-1.88,-0.04,1.03,0.36,0.43,2.9,-0.7905,1.9328,1.3917,3.123
1995-10,-1.52,-4.04,-0.5,1.91,-0.05,0.47,4.16,-5.0247,0.7822,2.7798,4.4585
1995-11,3.96,-1.07,0.51,-0.62,1.12,0.42,-0.68,-0.7575,1.1261,-0.2398,-1.2715
1995-12,1.03,0.72,0.22,-1.37,3.1,0.49,2.52,0.6315,3.1163,0.2794,0.4029
1996-01,2.26,-2.56,0.38,0.18,2.31,0.43,0.54,-2.6865,2.451,-1.5087,1.4014
1996-02,1.33,1.77,-1.08,0.24,-1.9,0.39,0.59,2.7354,-0.9876,3.1394,0.7364
1996-03,0.73,1.61,0.35,1.42,-0.95,0.39,-1.84,1.873,-0.6897,0.2756,-1.3301
1996-04,2.06,4.71,-4.02,-0.14,-2.11,0.46,-0.88,5.1852,-1.8073,2.8673,1.1731
1996-05,2.36,3.21,-0.83,0.12,-0.3,0.42,1.54,4.4631,1.0265,1.864,-1.4379
1996-06,-1.14,-3.65,2.35,3.51,1.22,0.4,0.98,-4.2992,1.7381,0.866,1.6996
1996-07,-5.97,-3.81,5.14,2.95,2.6,0.45,-0.16,-3.3585,2.0165,2.415,2.9393
1996-08,2.77,2.57,-0.74,-0.37,-2.42,0.41,0.01,2.4811,-1.8529,0.1305,-1.3704
1996-09,5.01,-1.39,-2.72,1.27,-2.22,0.44,2.7,-1.4457,-1.7381,2.2071,2.9315
1996-10,0.86,-3.77,4.94,1.4,3.25,0.42,3.79,-2.4195,3.6633,1.8831,3.2184
1996-11,6.25,-3.8,1.39,2.12,-0.79,0.41,-2.37,-3.5327,-1.3109,0.8165,5.389
1996-12,-1.7,3.25,1.31,0.37,1.49,0.46,0.63,3.3237,1.2254,0.9371,1.7538
1997-01,4.99,-1.82,-1.42,1.19,-0.02,0.45,1.96,-0.795,-0.6466,1.8159,2.5674
1997-02,-0.49,-2.59,5.67,0.67,3.47,0.39,-2.13,-2.4667,2.9153,-1.5374,0.6426
1997-03,-5.03,-0.43,3.39,0.5,1.66,0.43,0.9,-0.5279,1.7515,1.7708,0.2068
1997-04,4.04,-5.7,0.07,3.26,-0.72,0.43,4.84,-4.7258,-1.8801,3.8599,2.9932
1997-05,6.74,4.75,-4.13,-1.02,-2.96,0.49,-5.17,5.0194,-3.2305,-0.2201,-1.4972
1997-06,4.1,1.19,1.58,0.56,0.66,0.37,2.6,1.0326,0.2313,2.1092,0.1107
1997-07,7.33,-2.76,0.26,0.07,-2.58,0.43,3.77,-1.4173,-3.0399,1.2853,1.2829
1997-08,-4.15,7.61,1.18,-1.11,-0.04,0.41,-2.56,7.4961,-0.7059,-1.4198,0.4401
1997-09,5.35,2.49,0.37,-1.63,-0.91,0.44,1.47,2.435,-0.1259,-1.0418,-2.6061
1997-10,-3.8,-0.52,2.27,1.0,1.94,0.42,-0.57,-1.0927,2.6609,-1.0477,-1.4187
1997-11,2.98,-5.11,1.2,2.81,1.84,0.39,0.33,-5.5217,2.8803,1.4029,3.6732
1997-12,1.32,-2.03,3.84,0.74,1.92,0.48,3.98,-2.2245,2.2364,1.5724,-2.3996
1998-01,0.15,-1.36,-1.63,0.87,-0.73,0.43,0.14,-1.216,-1.2061,2.1884,2.5942
1998-02,7.04,0.2,-0.85,-0.31,-2.54,0.39,-1.12,1.0586,-2.453,1.1388,-0.2956
1998-03,4.76,-0.65,1.39,-0.26,-0.37,0.39,2.15,-0.3378,0.4996,-0.1759,-1.0612
1998-04,0.73,0.0,0.94,-1.69,-0.36,0.43,0.74,0.4968,0.1834,-0.1992,2.2959
1998-05,-3.07,-2.95,3.44,1.1,2.61,0.4,1.82,-2.6343,2.2554,1.7795,1.0564
1998-06,3.18,-3.66,-1.96,-0.26,-2.97,0.41,7.28,-3.2841,-1.5159,3.159,0.4225
1998-07,-2.46,-5.27,-1.78,1.74,0.45,0.4,3.69,-5.7045,1.8848,0.9703,2.8077
1998-08,-16.08,-5.17,3.53,3.37,5.91,0.43,1.84,-6.1863,5.4604,3.0578,6.7132
1998-09,6.15,-0.78,-3.42,-1.88,-2.99,0.46,-0.81,-2.0592,-3.0812,-1.8265,1.275
1998-10,7.13,-3.43,-2.23,0.93,0.31,0.32,-5.37,-2.1688,-0.9612,0.6389,-0.5144
1998-11,6.1,0.75,-3.25,-0.86,-1.18,0.31,1.2,0.8958,-0.0254,1.3699,1.2936
1998-12,6.16,-1.56,-4.19,-0.76,-3.39,0.38,8.92,-1.8735,-2.9332,2.9291,-2.2555
1999-01,3.5,-0.75,-4.6,-2.77,-6.8,0.35,3.03,-1.8912,-4.4699,-3.2508,-1.0681
1999-02,-4.08,-5.22,1.92,-1.23,4.1,0.35,-0.1,-4.2284,4.8135,0.016,0.0109
1999-03,3.45,-4.23,-2.74,-4.07,-1.42,0.43,-1.27,-5.5833,0.3158,-0.6922,0.4002
1999-04,4.33,4.52,2.46,-2.53,0.89,0.37,-9.04,3.9806,2.6555,-5.152,0.4435
1999-05,-2.46,3.71,2.35,0.93,3.34,0.34,-5.19,4.945,0.4504,0.6804,1.8903
1999-06,4.77,2.29,-3.19,1.13,-3.21,0.4,5.06,3.1512,-2.1112,2.391,4.329
1999-07,-3.49,2.57,-0.44,0.36,3.22,0.38,1.66,2.264,3.4338,1.0281,1.9786
1999-08,-1.38,-1.73,-1.87,-0.24,0.64,0.39,3.12,-1.5497,-1.1989,-0.0297,4.6299
1999-09,-2.79,2.59,-3.49,-0.75,-1.23,0.39,6.47,1.7307,-1.3826,-0.1695,-1.0359
1999-10,6.12,-6.91,-3.37,-1.74,-1.19,0.39,5.5,-5.6493,0.3316,2.0317,1.7882
1999-11,3.37,5.8,-6.12,-4.28,-1.74,0.36,5.64,5.7518,-3.931,-3.0073,1.1586
1999-12,7.72,5.39,-8.33,-7.6,-5.63,0.44,13.22,4.1765,-5.4904,-5.4444,-0.6029
2000-01,-4.74,4.42,-1.88,-6.29,4.72,0.41,1.92,5.6171,2.9355,-4.9998,0.6319
2000-02,2.45,18.28,-9.59,-18.65,-0.48,0.43,18.2,22.1445,-5.3931,-7.5531,-3.1144
2000-03,5.2,-15.32,8.13,11.79,-1.59,0.47,-6.83,-14.402,1.835,7.6849,3.5075
2000-04,-6.4,-5.01,7.26,7.66,5.65,0.46,-8.39,-4.8609,3.7873,8.7094,5.1049
2000-05,-4.42,-3.81,4.75,4.13,1.37,0.5,-8.98,-4.595,0.5085,0.0196,3.7037
2000-06,4.64,9.92,-8.42,-8.31,-2.95,0.4,16.6,10.2649,-3.3905,-4.7546,-1.8045
2000-07,-2.51,-1.03,8.31,5.83,2.94,0.48,-0.05,0.995,2.2468,3.4292,3.2749
2000-08,7.03,-1.03,-1.39,-3.22,1.1,0.5,5.73,0.4492,-0.7996,-2.082,-1.098
2000-09,-5.45,0.19,7.17,2.56,5.53,0.51,1.97,1.6354,5.2247,2.1026,0.7955
2000-10,-2.76,-2.65,5.71,9.61,3.8,0.56,-4.48,-2.223,2.9226,7.3215,6.4705
2000-11,-10.72,-0.58,12.3,13.07,8.43,0.51,-2.32,1.5397,7.4487,10.3593,10.9018
2000-12,1.19,3.26,7.61,1.71,4.79,0.5,6.74,4.6807,6.3542,5.186,0.5126
2001-01,3.13,5.48,-5.07,-4.69,-5.03,0.54,-25.3,2.7241,-7.1285,-10.7883,-6.1594
2001-02,-10.05,2.83,12.47,9.1,9.07,0.38,12.57,2.8959,9.2309,5.2077,6.3589
2001-03,-7.26,2.33,6.42,3.35,3.92,0.42,8.55,2.962,3.7704,3.474,2.6585
2001-04,7.94,-0.86,-4.67,-3.06,-3.2,0.39,-7.9,-0.9199,-3.754,0.0915,-5.4515
2001-05,0.72,3.6,3.36,0.25,1.91,0.32,2.21,4.3577,2.3804,-2.5165,-0.2513
2001-06,-1.94,6.57,-1.12,1.6,-1.51,0.28,0.38,6.711,-1.7973,-0.806,1.9723
2001-07,-2.13,-2.82,5.21,7.42,3.07,0.3,5.58,-2.1452,1.3768,3.8735,5.5121
2001-08,-6.46,2.71,2.31,4.05,6.57,0.31,5.53,2.3699,5.641,4.3155,5.6455
2001-09,-9.25,-5.73,1.45,4.99,3.21,0.28,11.48,-4.9253,2.8644,9.192,5.7667
2001-10,2.46,5.27,-7.65,-2.98,-4.55,0.22,-8.47,3.4861,-2.9867,-4.3754,-0.5555
2001-11,7.54,-0.31,2.21,-3.73,-1.61,0.17,-8.69,-1.3907,-1.1391,-8.4893,-2.9927
2001-12,1.6,5.16,0.84,0.34,-0.26,0.15,0.07,5.3201,-0.1753,0.5419,-2.257
2002-01,-1.44,1.26,3.44,4.69,2.84,0.14,3.75,0.7237,3.2498,0.3033,4.2877
2002-02,-2.29,-0.36,2.16,8.07,5.11,0.13,6.82,-0.4922,4.4456,5.3235,3.7643
2002-03,4.24,4.25,1.06,-1.78,0.58,0.13,-1.64,4.6097,0.7761,-4.7001,-0.5528
2002-04,-5.2,6.72,3.88,4.56,5.38,0.15,7.63,7.5846,4.0731,5.4639,4.0819
2002-05,-1.38,-3.02,1.53,2.36,2.44,0.14,3.16,-3.1795,2.1865,1.8111,0.6156
2002-06,-7.21,3.89,-0.05,3.93,2.51,0.13,6.03,3.5661,3.5485,4.9409,0.5052
2002-07,-8.18,-6.43,-3.85,3.79,-0.99,0.15,3.77,-6.3911,1.9786,6.7016,4.9683
2002-08,0.5,-1.31,3.28,1.36,-1.47,0.14,1.9,0.0007,-0.8574,2.5491,-1.7192
2002-09,-10.35,3.08,1.47,3.29,-2.19,0.14,9.13,3.12,-2.1364,4.4049,1.1299
2002-10,7.84,-4.31,-3.95,-3.39,0.76,0.14,-5.58,-5.1206,0.2843,-4.5614,1.5123
2002-11,5.96,2.91,-1.23,-9.2,5.15,0.12,-16.33,1.496,3.2719,-11.1725,-3.1022
2002-12,-5.76,0.62,2.14,6.29,-1.68,0.11,9.64,0.0671,-2.2589,5.3188,2.2776
2003-01,-2.57,0.7,-0.83,-0.99,0.69,0.1,1.55,-0.9824,0.6982,-0.589,0.7808
2003-02,-1.88,-0.93,-1.39,0.83,-0.62,0.09,1.17,-2.0245,-0.1272,0.8778,1.3997
2003-03,1.09,0.65,-1.93,1.87,-0.77,0.1,1.48,1.4039,-0.1257,3.4092,-0.9347
2003-04,8.22,1.02,1.14,-4.68,1.06,0.1,-9.33,2.3547,1.0369,-4.4513,-2.9391
2003-05,6.05,4.81,0.4,-7.0,2.91,0.09,-10.7,3.8174,1.848,-8.2331,-1.6245
2003-06,1.42,1.66,0.11,0.51,-0.38,0.1,-1.0,2.221,-1.0629,1.0948,-0.1291
2003-07,2.35,4.54,-1.24,-4.14,1.78,0.07,-0.24,4.3762,2.3405,-1.7422,-0.8789
2003-08,2.34,2.48,1.53,-2.25,2.14,0.07,-0.62,2.2397,2.3621,-1.2384,-1.6327
2003-09,-1.24,0.54,0.16,1.01,0.34,0.08,-0.19,0.6889,0.2279,1.2631,2.3261
2003-10,6.08,2.71,1.97,-1.35,1.55,0.07,3.99,3.0474,1.031,-1.7507,-0.5642
2003-11,1.35,2.33,1.78,0.19,1.81,0.07,1.46,2.1957,2.3052,0.7767,0.5379
2003-12,4.29,-2.49,1.6,0.56,0.94,0.08,-5.57,-2.7811,0.774,-1.7394,-1.3486
2004-01,2.15,2.45,2.49,-3.66,3.38,0.07,2.58,3.1121,2.0585,-2.4364,0.837
2004-02,1.4,-0.93,0.9,2.17,-1.21,0.06,-1.14,-0.3075,-0.8855,2.1354,-0.0152
2004-03,-1.32,2.1,0.27,1.56,-0.98,0.09,0.17,2.5218,-0.7352,1.7567,-1.0578
2004-04,-1.83,-2.01,-3.1,3.45,-2.84,0.08,-5.38,-3.2185,-2.9001,0.0193,1.427
2004-05,1.17,-0.38,-0.25,-1.18,0.03,0.06,1.5,-0.3819,0.551,1.068,-0.2178
2004-06,1.86,2.56,1.18,1.2,-0.39,0.08,2.05,2.2399,-0.2618,0.5621,0.6322
2004-07,-4.06,-2.95,3.24,5.32,-1.66,0.1,-2.29,-3.3502,-0.9772,2.4066,3.0646
2004-08,0.08,-1.13,0.97,1.23,-1.47,0.11,-1.59,-1.5163,-1.1997,-1.2272,0.176
2004-09,1.6,3.27,0.0,-1.49,-1.88,0.11,5.49,3.7951,-2.2121,-0.2123,-1.6176
2004-10,1.43,0.19,-0.22,-0.52,0.49,0.11,-1.38,-0.7841,0.584,-1.4399,0.0033
2004-11,4.54,4.11,1.41,-0.58,-0.22,0.15,3.16,4.4728,-0.4263,-1.1342,-1.6565
2004-12,3.43,-0.05,-0.22,-1.16,0.46,0.16,-2.87,-0.0411,0.3018,-0.8598,-1.1293
2005-01,-2.76,-1.17,2.06,2.74,-1.46,0.16,3.05,-0.3941,-0.4036,3.2457,1.2576
2005-02,1.89,-0.31,1.54,1.43,-0.05,0.16,3.37,0.1469,0.2917,3.5726,0.6662
2005-03,-1.97,-1.42,2.04,0.47,1.29,0.21,0.41,-1.7448,0.9394,0.535,1.8949
2005-04,-2.61,-3.98,0.07,0.97,-0.94,0.21,-0.69,-4.4794,-1.4563,-1.1019,2.1604
2005-05,3.65,2.79,-0.64,-1.0,0.3,0.24,0.45,2.9656,-0.0579,0.9641,0.4214
2005-06,0.57,3.28,2.83,0.96,-0.51,0.23,2.05,3.8096,-0.1983,-0.4264,-0.4164
2005-07,3.92,2.81,-0.79,-1.19,-0.82,0.24,0.06,2.7333,-2.0714,-0.2083,-0.4054
2005-08,-1.22,-0.89,1.32,-2.05,0.37,0.3,2.08,-0.7913,0.2355,-0.6848,-0.6039
2005-09,0.49,-0.34,0.71,0.27,-0.6,0.29,3.43,0.0044,-0.0266,0.8619,0.2637
2005-10,-2.02,-1.45,0.42,-0.93,-1.3,0.27,-1.39,-0.5108,-0.3149,1.1011,-0.5498
2005-11,3.61,0.84,-1.16,-0.76,-1.14,0.31,0.35,1.2182,-1.0482,0.7751,-0.6043
2005-12,-0.25,-0.2,0.2,0.21,0.23,0.32,0.77,-0.0336,0.8804,0.2287,1.093
2006-01,3.04,5.75,1.08,-0.64,-0.46,0.35,2.53,6.4413,-0.6797,-0.2611,0.8783
2006-02,-0.3,-0.42,-0.34,-0.51,1.91,0.34,-1.84,-0.395,2.4381,-0.9978,-1.0257
2006-03,1.46,3.38,0.6,0.06,-0.41,0.37,1.26,3.1221,-1.3435,0.7652,-0.7877
2006-04,0.73,-0.84,2.34,1.8,0.01,0.36,0.64,-0.3055,0.3427,0.826,-0.127
2006-05,-3.57,-2.85,2.41,1.15,1.46,0.43,-3.7,-3.5327,1.3126,-0.0785,-1.5898
2006-06,-0.35,-0.24,0.85,1.32,-0.07,0.4,1.54,-0.336,-0.3976,1.0467,0.6316
2006-07,-0.78,-3.63,2.6,1.63,0.9,0.4,-2.12,-3.1594,1.3479,0.5439,3.2046
2006-08,2.03,0.44,-2.06,-1.86,2.09,0.42,-3.38,0.4347,1.9253,-1.3348,-0.1456
2006-09,1.84,-1.46,0.08,0.82,0.6,0.41,-0.96,-0.9696,0.9827,0.6311,0.9507
2006-10,3.23,1.98,-0.31,-0.12,0.28,0.41,-0.2,1.9782,0.1978,-0.2983,0.4435
2006-11,1.71,0.71,0.14,0.15,-0.8,0.42,-1.03,0.3878,-1.5945,0.4951,-0.8997
2006-12,0.87,-0.81,2.73,-0.72,2.06,0.4,0.79,0.0007,1.8255,-0.5587,-1.2249
2007-01,1.4,0.07,-0.68,0.25,0.38,0.44,0.24,-0.0989,0.6262,0.0525,0.0683
2007-02,-1.96,1.29,-0.14,-0.51,-0.71,0.38,-1.35,1.4242,-0.9689,-0.7332,-0.0687
2007-03,0.68,0.2,-0.97,0.64,-0.65,0.43,2.56,-0.1752,-1.1827,0.4443,-0.2037
2007-04,3.49,-2.04,-1.45,1.15,1.03,0.44,-0.24,-1.7361,0.8508,0.5382,1.1127
2007-05,3.24,0.4,-0.65,1.58,-1.36,0.41,-0.34,-0.2466,-2.3062,0.5284,0.1331
2007-06,-1.96,0.74,-1.05,0.53,0.08,0.4,0.51,0.5408,0.952,1.213,-0.5925
