Year_Month,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5
2002-03,5.232294097752699,5.2361798901885415,5.239511549395903,5.349935147005436,5.533458857056717
2002-04,3.6278409661157696,3.623091423863589,3.6190179147460144,3.695302358034791,3.8224917517947876
2002-05,3.1846157509356265,3.1857257847622833,3.186677810734184,3.2931451658611,3.4725359774076425
2002-06,-1.0423431347103218,-1.0472207138668477,-1.051403126683892,-1.0097641927119705,-0.9311261798168657
2002-07,-2.883871265789517,-2.8902501567303784,-2.8957170720174896,-2.8586274831089,-2.7913623509414176
2002-08,2.472655467599316,2.4733180897681173,2.4738853502253244,2.608171069321341,2.834230651534231
2002-09,-1.4239176285350208,-1.4287072567794157,-1.4328132975865437,-1.299063427495084,-1.0735614903722102
2002-10,0.4870462198053982,0.4883999583879639,0.4895614967209916,0.6030340379550969,0.7945130733920225
2002-11,1.6766773942147317,1.6807190948182615,1.6841848438835738,1.753570090201828,1.860787043365697
2002-12,3.368864880935507,3.3659884585931943,3.3635214432927274,3.5143882040005625,3.7679790584387307
2003-01,0.4084228210897711,0.6445376739360187,1.1383493204990103,1.6107188752956247,2.0778934871361843
2003-02,0.4144630630594559,0.5672750677583327,0.851065100473769,1.1260390508947449,1.383936060810309
2003-03,1.23470832431809,1.60152866672032,2.257497766671146,2.855367893306804,3.4423760591114405
2003-04,3.967702558775832,4.105128115486423,4.567039026249353,5.278944583711898,5.9864391282863805
2003-05,5.489479122210561,5.724499328335986,6.212171264331379,6.768814787545829,7.303510306159611
2003-06,2.4344643745873418,2.56029706959906,2.7861816582012366,3.1150298226292117,3.463940330279569
2003-07,3.6278033139040655,3.903660817296206,4.383556830836088,4.748776425765788,5.103968238160506
2003-08,3.0341190819581643,3.1530835513774447,3.4211522255884974,3.718667773274964,4.009471916365515
2003-09,2.5949959391982524,2.719942184623725,2.9444718087458632,3.1809013582452694,3.4099032450662925
2003-10,4.9722038844124405,5.346520735957205,6.03803168567989,6.756676202081491,7.484241474407494
2003-11,4.769742615365979,5.1058489325650935,6.174759740059899,7.089637271539817,8.012887263864531
2003-12,4.3585113603698655,4.690098620707861,5.692385247206677,6.697183633219672,7.717414335711248
2004-01,2.740477974128419,2.8095172831293924,3.0620700080607577,3.3150416737294908,3.568432370719199
2004-02,2.7632066993776183,2.839739855014467,3.119207477035224,3.398354193216946,3.6771764410351793
2004-03,1.2716844805798155,1.3652404949170194,1.707734819557638,2.0512020080952986,2.3956442236645614
2004-04,-2.7379133804251943,-2.665099527293935,-2.3986282107558043,-2.131540062239856,-1.8638339336926157
2004-05,1.5008551512952772,1.5266870151540157,1.621091086837101,1.7155081699498753,1.8099381799348002
2004-06,4.503031395360058,4.627021181483237,5.081216023792212,5.537153297849939,5.9948388451043
2004-07,-4.003607288300348,-3.920884913897793,-3.61810626968615,-3.314554754663279,-3.0102289638149315
2004-08,0.1725659079954367,0.22876976714532038,0.4343798897064044,0.6403482893129642,0.8466754695822809
2004-09,3.794067015456637,3.8329720590213556,3.975227678790283,4.117620550341705,4.260150722767109
2004-10,2.17297745631031,2.2171254247722816,2.3785514652086226,2.5401328066100515,2.7018694195153348
2004-11,8.190622125661084,8.623886618570475,10.211775978099213,11.80696627252007,13.409480516411376
2004-12,4.178765004320928,4.194374598645534,4.251355020907144,4.308239946183634,4.365029198259229
2005-01,0.05402147292561388,0.5904143701015663,0.8810666110639298,1.0623863692089675,1.374858258149314
2005-02,1.0036316136046608,1.79713140108817,2.4605249672850604,3.060971087599307,3.691482472900365
2005-03,-0.7190458533542388,-0.32879362232348663,-0.27861381035860777,-0.2605870291358059,-0.08432586776160322
2005-04,-1.5620855429492986,-0.7488613609246575,-0.24178066671286524,0.14699390979524551,0.42295364698285987
2005-05,1.1827831985376625,2.064715157304553,2.9084296561586287,3.727831318221031,4.495267665068603
2005-06,1.3244867159029505,1.8142086430703808,2.1960782432183468,2.5962457551133467,2.910845843932286
2005-07,3.0423739701840535,3.6777923748890107,4.4994162237060875,5.596361807922867,6.662519690461299
2005-08,-0.6174679360694157,-0.27433413604124324,0.2383664992745338,0.6263143150936568,1.0331220008565012
2005-09,1.5193242537816953,2.478194995366434,3.324451402277462,4.079219057599981,4.7023600768774765
2005-10,-0.3930128827883128,0.3404940060135919,1.1491927551902092,1.9918859194454575,2.654905878500591
2005-11,4.367874767804669,5.165635467501195,5.979302670577136,6.843892270287633,7.760577853813699
2005-12,-0.008711957178242358,0.5864479760468555,1.0433084372421186,1.5925349694336344,1.9897313761355395
2006-01,-0.16236750355916874,0.21182384067395255,0.932456583300989,1.7346033125852367,2.5725384152262
2006-02,1.4073607924940168,1.7208404858540804,2.210173941720428,2.751954309970994,3.267661198233829
2006-03,3.326078763856377,3.712304517284637,4.370398502380968,4.915461372741903,5.501041902618042
2006-04,0.5125147708218369,0.8375900264442127,1.2739559269204115,1.6386417804014508,1.9972480140658444
2006-05,-0.3880354224789717,-0.09155417187622916,0.37663191930596973,0.9044360342690849,1.4323884228965689
2006-06,0.11034010531589811,0.3235139436963186,0.7219547377167457,1.1481324089835265,1.4990074592558633
2006-07,1.3635504241191532,1.5496792441989315,1.8963630396026554,2.1156411513437057,2.3269659260835907
2006-08,2.407669691711689,2.707045953114795,3.2133638833773626,3.767844341775217,4.283889705722532
2006-09,1.667477641304549,1.895471425442996,2.2839146118435183,2.6941072581344594,3.0405755770873233
2006-10,2.766467384793847,2.9674390024563957,3.315835384051291,3.663455180054176,4.112304730342253
2006-11,1.6464773463900517,1.9242482189151033,2.49119592609075,3.0135293284140108,3.5137458211094152
2006-12,2.7208824776369323,3.09863946013329,3.7858497646883205,4.5670978496714865,5.373560492791585
2007-01,1.5946236043457462,1.7283452646032593,2.401472636750812,2.811283939289466,3.189298411919883
2007-02,0.7212252476158865,0.7598670461389734,1.214273320573378,1.897042746242561,2.5846745122926063
2007-03,0.2603454702869268,0.35705575316196114,0.9237743129468345,1.2492921913330512,1.558520663796048
2007-04,1.887736100095272,1.982013352716061,2.5409405655593575,3.0423559217291674,3.5553285157688963
2007-05,2.3674108785715076,2.443496408114143,2.9370369160603316,3.218625217666826,3.565172880788614
2007-06,0.005309389168273171,0.10657740175550323,0.6732441857880689,1.0842353810943894,1.4535340034057764
2007-07,1.375978244118814,1.5557355494783653,2.5174841111352153,3.2697918694094996,3.9880970057528664
2007-08,0.2602196195342632,0.38985490499250375,1.147912407350149,1.4954296726442662,1.8152044157175196
2007-09,1.7478411118934112,1.8397590287513754,2.318578914019076,2.4950023861563198,2.690540116265505
2007-10,0.5013842146122771,0.71062085945921,2.103437479698278,2.942305497869868,3.7943986551832065
2007-11,-0.0040291968596228855,0.11531257510075665,0.9227112909988788,1.6637554449838277,2.35605231785625
2007-12,-1.3309667647068868,-1.0979761612671002,0.1060706037659287,0.8989309552010605,1.6435236039155976
2008-01,-1.1287224969207754,-1.1287224969207865,-1.1287224969207865,-1.1287224969207865,-1.1287224969207865
2008-02,-3.084544008809975,-3.084544008809964,-3.084544008809964,-3.084544008809964,-3.084544008809964
2008-03,1.012724827688971,1.012724827688971,1.012724827688971,1.012724827688971,1.012724827688971
2008-04,4.568224545103905,4.568224545103883,4.568224545103883,4.568224545103883,4.568224545103883
2008-05,3.3404680569760092,3.3404680569760314,3.3404680569760092,3.3404680569760092,3.3404680569760092
2008-06,-10.490091521038746,-10.490091521038746,-10.490091521038746,-10.490091521038746,-10.490091521038746
2008-07,4.630374767174228,4.63037476717425,4.63037476717425,4.63037476717425,4.63037476717425
2008-08,4.397906577786181,4.397906577786181,4.397906577786181,4.397906577786181,4.397906577786181
2008-09,2426.739547801871,2426.739547801871,2426.739547801871,2426.739547801871,2426.739547801871
2008-10,-17.831943330158506,-17.831943330158527,-17.831943330158527,-17.831943330158527,-17.831943330158527
2008-11,-9.120169150944058,-9.120169150944058,-9.120169150944058,-9.120169150944058,-9.120169150944058
2008-12,4.830098375585945,4.830098375585967,4.830098375585945,4.830098375585945,4.830098375585945
2009-01,0.9284107879287129,0.9919235097449519,1.1217094919977688,1.2393081424892038,1.3154534843154986
2009-02,-3.336577799225593,-3.1957622962391685,-2.803249081273862,-2.39182586108454,-1.9956433782429173
2009-03,6.550580435873976,6.929151835798297,7.9995151039042645,9.087639159572536,10.172139870240947
2009-04,3.308968129431955,3.7583962795210146,5.071847308469901,6.389795635904072,7.685490016461394
2009-05,3.747681509783396,3.9109533353026693,4.319153821796884,4.717723454537226,5.140497102984765
2009-06,3.6787458360875824,3.740307307483093,3.955321866803918,4.138405668271505,4.316934561730634
2009-07,3.8365031660965387,3.925286426213237,4.1255579715033575,4.352765792229363,4.622156222910423
2009-08,1.7298758257670244,1.8827510722844387,2.346950773713763,2.7899208742643733,3.2187576801744555
2009-09,3.1851832277452807,3.317651021336787,3.744719443618738,4.155872741483169,4.559525188840685
2009-10,-3.228011558066879,-3.1755213788876357,-2.9544553725574962,-2.751752976092625,-2.5296344285565597
2009-11,0.33244021530098866,0.3520126552004177,0.4983358947638239,0.5945337315094612,0.6504358137033428
2009-12,3.596607280377606,3.7997199673491577,4.350645092925687,4.907173822707267,5.475361862737227
2010-01,-1.9076797638592824,-1.1454135768323326,-0.435091658681408,0.37067471232459237,1.1415794473235819
2010-02,2.6138997503413197,3.098196816882126,3.6376528937798858,4.213459327566427,4.665590831867417
2010-03,3.496130827066546,4.8551290868973584,6.141329485424607,7.331065208991605,8.736686919514792
2010-04,1.8728955179549756,2.8855575555182478,3.89100442944581,4.915238779026443,5.899365718348815
2010-05,-1.8308289822181467,-1.4663252848240549,-1.2046718431919512,-1.0144678786948358,-0.9931800893961951
2010-06,-1.9422967902171018,-1.9676602130712206,-1.9599825426037332,-1.9726743594850493,-2.081058722492335
2010-07,2.1747280280228543,2.487987725066576,2.6885088125035983,2.9003638422370193,3.1911010114143767
2010-08,1.0616740042285189,1.4460494653325329,1.7647369488673403,2.0033712462628195,2.0533593914961568
2010-09,3.4404429717413754,4.3658058518590614,5.499502779067211,6.663389665944042,7.502004511340199
2010-10,1.9401631712855805,2.7294929943117996,3.5093199698423616,4.319844282171537,4.951726577634141
2010-11,2.926046736773724,3.258770262801347,3.545337950437366,3.9975560592969916,4.604164419026824
2010-12,3.5554396157637447,3.8374710841974746,4.151143386632339,4.41535721386157,4.6550985750671625
2011-01,0.08198724195758178,0.07163199229758277,-0.2618419280823847,-0.7926448650792062,-1.1318470063953812
2011-02,1.068167003621423,1.1309590730189,2.3117881143733365,3.3603533704503086,4.465407251876363
2011-03,-0.45967962406779916,-0.4145007329802164,0.37173636337559657,1.1907296971376935,2.0760337828430675
2011-04,4.496472463977796,4.510910451962924,4.676278125829492,4.594662442293962,4.676459405967615
2011-05,-0.10442769104254124,-0.09314034321272757,0.2188978962100352,0.7199707959334889,1.013370357906429
2011-06,-2.107134070841754,-2.0838634705362846,-1.4141741326978985,-0.7634626775096964,-0.18690683087749793
2011-07,-0.059124855024783596,-0.011073467682498617,0.8519696173763247,1.19122785794894,1.4138070213525422
2011-08,1.4849007210395282,1.5543996223949197,3.0020791675260172,3.741764714100637,4.041002376148883
2011-09,-1.656769058255203,-1.620747637374731,-0.7255152209596827,0.5367273860255262,1.5017631098433126
2011-10,3.4385589958522367,3.4391919082219724,3.138451914372875,3.0554069866851163,3.308161566789658
2011-11,0.9515758362892868,1.0161467738250218,2.196298508429284,3.251788314504256,4.031797469373943
2011-12,1.4792370682408684,1.4852236650488626,1.7334530064593068,2.3442087815579438,3.0816373488117277
2012-01,2.6938531580567915,3.803527515129357,4.925077187011917,6.050050342502256,7.258507071127118
2012-02,0.9126314050711182,1.5648615738514282,2.2585633177504727,2.94341308302708,3.793847205478218
2012-03,1.973460294123086,2.8639098697327947,3.583581327038976,4.197873878105507,4.750180337630061
2012-04,0.8985929296884798,1.1009622560833376,1.6070989977746253,2.208260239249893,2.791471127500622
2012-05,-0.18301271116483164,0.5546458791706232,1.0088773396810469,1.4786352884025078,1.7836631964444738
2012-06,3.426043372635723,3.749885602957148,4.178170444631091,4.494326455490194,4.844113698962738
2012-07,2.1146031469981175,2.5881802807534937,2.9093477326905592,3.1930463297382916,3.498498614213408
2012-08,0.9530985391355218,1.5097741267049214,1.9585375820305728,2.460465420099145,3.012548344675059
2012-09,2.145653541521386,2.631112158749871,3.276508901168085,3.999300121799254,4.509543526461535
2012-10,0.2176907459237487,0.965529111464325,1.3202123397869414,1.683821752250969,2.0556012311867544
2012-11,0.06959490752938002,0.6828236667982379,1.1955090016396497,1.7539199106870074,2.1753420213810104
2012-12,-1.0822770472751708,-0.17296892389401242,0.7900206832482715,1.6971444261619784,2.504567241220812
2013-01,3.6942846707940236,3.991957587634931,4.371094605965542,4.738073008821564,5.09173327982273
2013-02,1.7751087639133134,2.1440624822267162,2.660078302923341,3.156452979307045,3.643314659738661
2013-03,4.047968406646585,4.424781902773756,4.93343690777488,5.419276210964896,5.918498328177502
2013-04,1.1315670706997905,1.4922292014245775,2.001949194172581,2.4872056505935936,2.938088426354679
2013-05,2.407728680321708,3.066770832291077,4.008334569201022,4.999751477528247,6.057043863769929
2013-06,-0.4587094509767242,-0.07630050540906597,0.40018396622023555,0.8265678437776813,1.2190423002474526
2013-07,5.571784645287914,6.041854498615873,6.719060555971379,7.424184498767605,8.12826420390611
2013-08,-2.741973930229047,-2.294197718417146,-1.7161910764658561,-1.1311963649328405,-0.5403192111249511
2013-09,4.6281100027088184,5.151196171149275,5.866109995089319,6.592847208283259,7.305301506056816
2013-10,3.4265268601789245,3.6446960128221573,3.956201826615535,4.246459593634588,4.46288746911625
2013-11,4.079664134039129,4.549743820772467,5.196400725072325,5.82538898784275,6.454345424729979
2013-12,2.3061989416926165,2.770927755432284,3.3992691437501055,4.023473808894518,4.638171354397502
2014-01,0.41948142163374946,0.8243202138742411,1.1755708348957006,1.4247073449888736,1.6154878390130856
2014-02,2.6823206932802934,2.947974254131669,3.263121163145044,3.6140288837056334,3.9540886189331825
2014-03,0.8991397314076499,1.1725041898670074,1.7224026806282433,2.2552958936934875,2.8194282583658747
2014-04,1.2921649781434619,1.4186570735527315,1.861633722471745,2.270637752954796,2.6489230663647056
2014-05,1.5576199441855731,1.8155974175596779,2.277936024927274,2.830920316955665,3.387084536874574
2014-06,1.236600726912651,1.5323388384490988,1.7609030094481337,1.9961409155339949,2.2234689466851254
2014-07,-1.4827953897139645,-1.4928341966713221,-1.6665366624646238,-1.8468629199379083,-2.0372996479925187
2014-08,3.3378278616614576,3.9025288993607576,4.654947403401888,5.399179135895693,6.150385567408434
2014-09,-1.3901220865545016,-1.0364202042960846,-0.6772204246209501,-0.288019594294886,0.11378109684245796
2014-10,2.967826320243594,3.392774606663873,3.815038247780289,4.22069903765101,4.610332193450617
2014-11,2.503106308495795,2.8667852034875763,3.158930257364445,3.511759270756065,3.8861426786918285
2014-12,1.377971738172934,1.8244040682479534,2.218958748916866,2.6461600091612025,3.1115333842211657
2015-01,-1.9118789938992076,-1.6952057607686366,-1.185509059942591,-0.6491375792148424,-0.028365162017351953
2015-02,2.7223893592934756,3.318992996692427,4.423439560301734,5.25418755678233,6.011258452278678
2015-03,0.47939026673013974,0.7684270345830857,1.2622144445268102,1.7967784350146454,2.234370092813731
2015-04,0.8581478047118063,1.356929142686858,2.3046411999606997,3.1033827377128453,3.6867031989845866
2015-05,1.5784136248152336,1.8193461331165395,2.1483163025737273,2.5325594243926552,2.9653332817771716
2015-06,-2.2008297713029035,-1.7726529745065278,-1.0550050346347373,-0.2296661338708761,0.4748636486246349
2015-07,1.3479981861446388,1.5235969592802379,1.7087560319373196,1.9549213170976465,2.4580906570988326
2015-08,-2.6905912013229005,-2.367953098909348,-1.8033384140189068,-1.3832237196540031,-0.9960592288534742
2015-09,1.01012619239651,1.3105054625821566,1.759424108709684,2.115242270729434,2.4845742821968386
2015-10,1.3564062485778905,1.5549714832856942,1.9410537484624735,2.3484583261311753,2.79845429186798
2015-11,3.5415997064010885,3.652905876084711,3.849322393016541,4.078600901197138,4.344936672922284
2015-12,-0.3602884531384798,0.028651461888129504,0.7504725520109723,1.4652670786869937,2.0642222113208986
2016-01,-0.27040413300337685,0.15274730503718192,0.592483628689533,0.8893770047183391,1.0340372575722734
2016-02,1.7329989938460688,2.2620235440619973,2.7363495626679946,3.238794922745103,3.623042377677743
2016-03,6.1138520237052685,6.832240040039839,7.348480070758434,7.943183229244899,8.65196652395368
2016-04,0.8887504916149869,1.6256681975583165,2.37527807694764,3.0097001501295795,3.63849047669762
2016-05,2.626891149674382,3.25850010575941,3.9357564667460654,4.3185256597985555,4.663928888301694
2016-06,1.863346643894337,2.26383811857096,2.791124643503151,3.2234513375516416,3.678867062471136
2016-07,1.4570327138704986,1.9970502318231054,2.6371981328006777,3.2840094548741705,3.918956231123105
2016-08,-0.15505122421898276,0.25031715291279344,0.8161545861095965,1.2132718134737042,1.6794323361593921
2016-09,0.41975807879743865,1.332444335305527,1.9536291588304167,2.2414500365872447,2.5824519513908406
2016-10,-1.6281613445376153,-1.2984776610611481,-1.2061285565075908,-1.1325097630176195,-0.980363760708447
2016-11,3.1648849949567737,4.534948645883641,5.600146431466779,6.668255512613319,7.692606768514176
2016-12,2.048944594780999,2.4155224156051203,2.818949480720212,3.170605778429958,3.482952729801636
2017-01,0.5940290844989704,0.8081085947355682,1.1169136713493177,1.4630637185244266,1.663424152135784
2017-02,2.4691627972728503,2.7664223783116837,3.30262325322368,3.833375445440468,4.2240093455652605
2017-03,1.6873665371251567,1.9695595190313941,2.483760511218036,3.029433549682703,3.740170719981939
2017-04,1.1482074169910428,1.4214950632930323,1.8098412032626632,2.1543713011366483,2.383508925530453
2017-05,1.625678524950258,2.055335129615754,2.4800980725179,2.931717388389976,3.467451780622577
2017-06,1.100177706825356,1.4766751354065688,2.008993275567672,2.502688756178384,3.032505506998917
2017-07,0.7450781726290989,1.2298203858642998,2.0802754307991167,3.0735640023074273,4.039567554121337
2017-08,0.40634727719992547,1.0376720456528377,1.9837984915342721,2.8197909589505077,3.4600831763054174
2017-09,1.233892383683055,1.5782191022051473,2.1223154291422075,2.6512246427840225,3.2234845128622736
2017-10,1.3398169736493326,1.727749828508296,2.242532571196487,2.6877734455663216,3.040614879689252
2017-11,2.106248634963004,2.5177596803176217,3.0829446186472653,3.4426227466745507,3.9059200655867876
