Year_Month,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5
1994-01,3.4957077397477,3.919498045795322,4.544715525668508,5.157347571993687,5.765110840329002
1994-02,0.015266100010080663,0.6261123007450076,1.4968553356903724,2.364125215781643,3.2743114286019948
1994-03,-3.8452352860034456,-3.5024612792062926,-3.0839759867602567,-2.6969326703789376,-2.3692988661834113
1994-04,1.037305034011471,1.454517624079732,2.0458929706589135,2.6130337665731806,3.1646094574758976
1994-05,0.5973355599784513,0.9688459286470552,1.4443588586674272,1.8706153747163112,2.2498981100871784
1994-06,-0.8735051017028095,-0.6211700481324911,-0.3303798421168902,-0.08514897303437685,0.12751495415390668
1994-07,2.2829112147284336,2.725324553809849,3.3453756909857413,3.8969188439333724,4.437911938440164
1994-08,4.189216137661145,4.612111482139336,5.2302523128192835,5.9360935859969155,6.707705293283572
1994-09,-0.3291693922211181,-0.06162249244192619,0.3272452669049519,0.6988272251891026,1.071187980538224
1994-10,1.1769266213975005,2.175201142378058,3.60769498693454,5.109874158165861,6.677862818166003
1994-11,-2.5920910979586265,-2.408449942444002,-2.159264899470381,-1.9636701434982085,-1.7921111684500501
1994-12,1.4120248729452056,2.029050836380941,2.820355434242461,3.556446471480701,4.271349283440595
1995-01,2.1178560797099344,2.6695246888199797,3.131545023376936,3.557398408396484,3.955332774769249
1995-02,2.6959214668487608,3.3257113089626644,3.9007427700754382,4.464971137325269,5.032593541034314
1995-03,1.6352237444292594,2.3866090439488286,2.9704836659398826,3.564258313060553,4.164582373050374
1995-04,2.0170671215212543,2.4853283154328,2.816383067672845,3.1178792095965635,3.4206703947668116
1995-05,2.392312947589126,3.269957744601326,4.077461079724931,4.9218441836764715,5.763173276288902
1995-06,2.954817531311571,3.656309798739832,4.125782232008479,4.6411549999654245,5.195273337364337
1995-07,2.88407193596536,3.432646619330826,4.025454334295886,4.632771990820084,5.201341176587171
1995-08,2.2663342258112618,3.074130294965527,3.842675293984388,4.644348996694059,5.454149330912905
1995-09,2.2653820345554188,2.7881513427355564,3.2495603485388935,3.705457407896029,4.117115167916707
1995-10,0.07663441662502102,0.7187626941477232,1.1791659692834688,1.6029310431195043,1.9559171891332605
1995-11,3.084108880482672,3.752266128619297,4.370959941703068,5.007272385850725,5.623977917439693
1995-12,2.9900013506232392,3.692007443305778,4.287502156723555,4.8513130681575145,5.359721854009569
1996-01,1.7849189410363397,2.362997485547491,2.665232384305005,2.8503633859689126,3.0339666428822465
1996-02,1.5738177019144262,2.086806962964416,2.4965892601552797,2.892066842029828,3.2673090720747533
1996-03,1.6347972059583604,2.3096422489514934,3.0724742880305467,3.8712528636406285,4.7969966072715975
1996-04,1.4458658981427952,2.197279392476892,3.107860767134807,4.109379271198743,5.155171758710564
1996-05,2.427303161684913,3.048682782072021,3.859777475308568,4.730239470608755,5.622960664976184
1996-06,0.5996464544459901,1.2564651117133119,1.6996536464134016,1.9903603381941748,2.264847256256153
1996-07,-1.6683784975105365,-1.296006515278847,-0.989681506912754,-0.6670624050827967,-0.5141820453579915
1996-08,3.284495351561212,4.003249781895879,4.6682755377934315,5.396141153951883,6.196650163573381
1996-09,2.390330460466461,3.038054741262397,3.6063188328999907,4.179987086716497,4.698623865209095
1996-10,1.8714022303288447,2.6692408720919714,3.327767281730143,3.9728402400237783,4.471008891694694
1996-11,3.5848746956200994,4.530564776750934,5.352873062581831,6.138176612799917,6.906389389728496
1996-12,2.90047383542662,3.623922981641625,4.381629935322162,5.0089075746500455,5.532721926691075
1997-01,2.95463971396559,3.4705834287518833,4.1628928058299985,4.976242639656947,5.837518614931003
1997-02,1.0902703456794338,1.6301902857382755,2.0842027164956978,2.4358085629472725,2.7114655002054233
1997-03,-0.48171114769537393,-0.019673695930799706,0.35747380900739145,0.7484944023896212,1.1082986555431162
1997-04,0.5624069537155441,1.2713750379592659,1.914958142483636,2.505097661993161,3.1531778655196296
1997-05,4.821060830605295,5.097929489649955,5.299546325148952,5.594488219653737,5.9761739535658664
1997-06,4.413888469745264,5.241127568559922,6.269453761385213,7.20736707013967,8.081582583311597
1997-07,3.8933669948081118,4.417456861675517,5.213188312453121,6.06058454590539,6.9781279448777545
1997-08,2.7152415337727165,3.2499486317264736,3.760335411093063,4.34803403441717,4.962173789747326
1997-09,5.471346164571278,6.118748543273633,6.915638197533069,7.597122189679517,8.183192871837841
1997-10,1.5121023312404391,2.2708446117391423,3.029096648942131,3.6877348283838707,4.31665535590855
1997-11,2.132869905642032,2.8255323543936006,3.311318805686847,3.7732068909815286,4.204049265451548
1997-12,3.5437003920249843,4.462926263114775,5.303974147419677,6.079453701889759,6.663674845806389
1998-01,-0.38884765080309247,-0.007202590080790383,0.3014121084833121,0.5184211978355835,0.6820708994251579
1998-02,1.5535942260475055,2.0105252847662403,2.5394754865791347,3.059372876877897,3.624690803349173
1998-03,3.606809738812733,4.261086582280793,4.9001165441100225,5.567049466380025,6.357193149603857
1998-04,0.1692904808377138,0.3884378629997354,0.6484698948500345,0.9837395345084099,1.3726267451553698
1998-05,-0.5941088503843228,-0.2836570157517593,0.0332596963475984,0.3678915346040368,0.6090201223383884
1998-06,0.8417871678006339,2.245905132924686,3.543752178540438,4.812573810706455,5.992060401331756
1998-07,-2.822791546937775,-2.1803219065234414,-1.6524897952003403,-1.1299863390690001,-0.6221676440292145
1998-08,-4.403983781423715,-4.0956291484589125,-3.9646356024793716,-3.8799935822231957,-3.9078622101240024
1998-09,2.6131056424768317,3.4523279616897495,4.2173000124554605,4.983475042351682,5.807924059753455
1998-10,1.8009320445617982,2.405916066095748,2.8926458754622297,3.46548446608399,4.134982342277249
1998-11,2.3315879956129493,3.0916299656961854,3.7306671299298655,4.365381214783759,5.081701948973594
1998-12,0.3380200360294294,1.7254796838055642,2.8944033988660856,4.058912743426268,5.221764473951773
1999-01,0.3356076654568607,1.2299940650321473,2.1504106123955147,3.11440089126116,4.15335426799357
1999-02,-1.9992170114623509,-1.6312832764988516,-1.271810136251017,-0.9707485944238758,-0.7383788365473265
1999-03,-1.0710969486257493,-0.6000886307212516,-0.19839189927824963,0.22616834407314101,0.64235680946374
1999-04,5.095033206479194,5.797577811025989,6.602922734041994,7.3871830835475105,8.173595638495579
1999-05,2.2266197875806304,2.6344608917981738,3.055346524517022,3.486754654451163,3.8842817277670916
1999-06,1.6560478697422942,2.4419882366741863,3.1981064538642023,3.983938031659928,4.72926624186234
1999-07,0.28866442484800636,0.9414162241499602,1.441958784431474,1.8619251720009,2.249830254831986
1999-08,-2.303207929922846,-1.5651565732148986,-0.8287322547291143,-0.17770169188926488,0.4233250452332138
1999-09,-1.8151656910097125,-1.1347808068059795,-0.6174956918891805,-0.06564592307767292,0.45213416566032283
1999-10,-0.1737452917750737,0.5261267511625034,1.0911807938604134,1.6982496469508446,2.3056791548246025
1999-11,0.7839090091916079,1.9851828810068417,3.0383193236104056,4.087094674346292,5.1864797223923675
1999-12,-0.10586981790701167,1.45051024151579,2.971883285730126,4.533460034597225,6.191388150704769
2000-01,1.8756082965454723,2.82614104378498,3.7339173143601245,4.726288003787382,5.779251547660658
2000-02,-0.02328247085106039,0.7632018846454258,1.7607207385772483,2.8246029968599595,3.9204783301447943
2000-03,2.3515571596993246,3.5225755412104265,4.5588256558254825,5.5945759413817076,6.682505530397198
2000-04,1.0429674333492844,1.928081510145585,3.136762001216531,4.2207224085129,5.289526797765198
2000-05,0.8200531479462869,1.9080314949377453,2.976530124436505,4.014887292350866,5.010150632830834
2000-06,1.5248495608425783,2.45172642381728,3.4152328698936696,4.449408038869351,5.45743377849508
2000-07,2.3061829010242008,3.362929377993651,4.394923118497518,5.220011848757644,6.07317982753337
2000-08,2.477768889867593,3.6091556458398566,4.775714287512334,6.139360889277867,7.552675020603172
2000-09,1.716194970972551,2.613226874193253,3.2390778225015238,3.9238558755760433,4.628279858372952
2000-10,-0.47817470412369056,0.26147493537547195,1.223143578649566,2.020913343898556,2.790407341805312
2000-11,0.5044132829636228,1.3653533140367546,1.9744902887373073,2.546606642605953,3.0690396493607164
2000-12,5.115760775789968,6.428742412779087,8.071086801192106,9.682787718447837,11.212446407371912
2001-01,3.578474394659681,3.826662657561597,4.420892609159388,5.036107198654682,5.637060307144637
2001-02,1.0345086185731267,1.1598441289234929,1.417106180084593,1.7182162212765029,2.0569864350072464
2001-03,-0.29535048870716896,-0.1535914559472551,0.13519116214011362,0.4872900868946095,0.9105610536754405
2001-04,2.9850916583473053,3.153885308026916,3.6734032995461963,4.236531799242882,4.8200742235974925
2001-05,4.943597016196266,5.236903863404652,5.786863830867861,6.2999431534070505,6.8184652062495354
2001-06,2.2267445456191304,2.3476032520378887,2.4769177926994734,2.6395788392245656,2.8112919405205883
2001-07,1.3394704877724761,1.524184649383642,2.028552417600493,2.5811298317604425,3.172542655941424
2001-08,1.9604107456872688,2.1289807267662386,2.435836483391185,2.7219363172574784,3.026446636753777
2001-09,-0.39351881653033605,-0.18664074147762832,0.04380176137792624,0.2132080273932635,0.42173185051510576
2001-10,2.899843478621933,3.0454993545639963,3.308057233273076,3.560619639470386,3.8325072821534967
2001-11,2.907052224362894,3.045926814979727,3.1735973639142268,3.2970013301526047,3.442163567540857
2001-12,2.825861655483508,2.9839065821867017,3.381699409314143,3.734764963165982,4.100226395498097
2002-01,1.8405997687566122,1.8373690243204566,1.8345975224568933,2.070735613001773,2.471057242422803
2002-02,2.4099116000119603,2.407175663893568,2.404828495769684,2.531152228596101,2.7381895695602454
