Year_Week,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5
1994-01,0.45795984942174073,0.519680214203988,0.6452409142785331,0.7877628595574171,0.9269464640307978
1994-02,0.8596341040816746,0.9572486314317397,1.1086401093259424,1.2730874355354693,1.4655530865155697
1994-03,0.7156851248803608,0.8226097071928784,0.9593312577145463,1.096120144720869,1.2152692537261256
1994-04,0.7144362106204838,0.7832408093530141,0.8651131461985262,0.9088315958546422,0.9394844648900946
1994-05,-0.6910895968853858,-0.4811953179102435,-0.1915166858793449,0.1026378585341936,0.40916225010809715
1994-06,0.4183187128705024,0.5537158050457958,0.7474738834717831,0.9386682349399988,1.144923105853679
1994-07,0.3920290866917586,0.5495536082127606,0.7731361008683546,1.0089791802097459,1.2536627275894219
1994-08,-0.039189472615064336,0.11862819607495467,0.35184805046031276,0.5601789438002269,0.7689561724004257
1994-09,0.21706156258349818,0.24609814221019377,0.2948603654471249,0.34085500008314007,0.38909406716718387
1994-10,0.1852459136692186,0.27792678543268057,0.40225182411186555,0.5387096945994152,0.6783341499075002
1994-11,1.5008194447339473,1.694688996312288,1.952001343322296,2.250670633096852,2.548166687961273
1994-12,-1.2154244043983908,-1.1641890198803462,-1.125138895107769,-1.1184683859365108,-1.1263187070043035
1994-13,-3.8753924965989617,-3.859722150265932,-3.8596367515099983,-3.912510785629919,-4.01526463881191
1994-14,0.8181259286618392,0.9695016132377665,1.2030191047503802,1.4465651503624333,1.6943826626024006
1994-15,-0.769165631807911,-0.8181425251906904,-0.9058091933510926,-1.0182888501360288,-1.141316162530548
1994-16,-0.6177569286936357,-0.484013041871012,-0.3218792210134769,-0.2081672085597397,-0.11593287613987924
1994-17,1.6219901594325181,1.8019473763341898,2.083141014932921,2.4035999590222845,2.736018833037357
1994-18,-0.27476456397299565,-0.1381781299837348,0.04164966644188972,0.18816249239721472,0.3407382831442263
1994-19,-0.740597951268207,-0.6203606811536311,-0.4725215242997183,-0.3506007559065605,-0.24279887447477
1994-20,1.0650561909738565,1.0963662336518132,1.1443544559652796,1.2095016462050356,1.246155510875968
1994-21,0.5052968907201416,0.5262837668743803,0.5404300725510014,0.5500304849411108,0.5502923674987059
1994-22,0.9468474037585439,1.0679329924230263,1.251891868473165,1.4103422538127575,1.5662858314792194
1994-23,0.22395708491214084,0.26427134579005696,0.28954821857096746,0.28441116408590705,0.2799495743623259
1994-24,0.338728295825641,0.43040760851986715,0.5358564400393506,0.6361548875401635,0.7142371450990614
1994-25,-2.8525124053681017,-2.8134166731947685,-2.7943036570577284,-2.815023770068348,-2.844163297712743
1994-26,0.81069446889519,0.8306805383324178,0.8660024720485326,0.9362123022719215,0.9976909032740844
1994-27,0.12574074436850768,0.2306293064369802,0.39440473512388774,0.5528624335243482,0.6988316106283143
1994-28,1.2561478962672457,1.37417612739692,1.5400243394326996,1.7182225196698653,1.9110120539188147
1994-29,-0.025772477604957267,0.03345091421349533,0.11324286952361096,0.14192605107086198,0.1729781744142178
1994-30,0.6668158433543514,0.820732576422678,1.0231466965249458,1.2190052352329284,1.4051605020914293
1994-31,0.2691235644887824,0.3193865718933431,0.38280477705383564,0.4409984969947489,0.49317434811209093
1994-32,1.0592995465168453,1.1039446323535262,1.1892906926340485,1.3175078304134002,1.4649325440962757
1994-33,0.604658267291347,0.7542036754120574,0.97288379174989,1.2296812291948456,1.5240307763681127
1994-34,1.4811416919459974,1.5820079434561318,1.734839629781293,1.9137411970724827,2.0947218240592536
1994-35,0.20740282937046217,0.35770976815625577,0.5517987511935996,0.7193811002939698,0.9004815960142132
1994-36,0.08994539755653452,0.15729243439057683,0.27119401868309634,0.4088299529568795,0.5533235534565195
1994-37,0.6619424770237803,0.7187021383575853,0.7989176071234949,0.9092893803316793,1.0275566965485483
1994-38,-1.4884219949589106,-1.535292648573927,-1.5887025204997518,-1.669057972322352,-1.771015538780052
1994-39,0.9255371725478412,1.0316145738497262,1.1636057116436893,1.2572038541446062,1.3512945180108593
1994-40,-1.4610519664195132,-1.3891649951146778,-1.2840781132434587,-1.1798234059902435,-1.0762961888841738
1994-41,1.7293329308811334,1.8770723794318434,2.07434389847887,2.279559525667585,2.489030351590471
1994-42,-0.1297631339077232,-0.045749748154844116,0.0744036231055123,0.17189040766076857,0.2791657927370794
1994-43,0.8873031442135026,1.0400595176464744,1.2640901203220034,1.4766427468204446,1.6743637367871322
1994-44,-0.5598272628614342,-0.005193617219845237,0.7866515753060632,1.6237189616430392,2.511067182830362
1994-45,-0.6648958472835864,-0.5573028015082415,-0.4288078400461304,-0.3040486452266955,-0.18369782384369815
1994-46,-0.33983653257591007,-0.24003405992423232,-0.08272527449039169,0.08479967515897524,0.2441944000334928
1994-47,-1.559383136874326,-1.6124642614561813,-1.686488519559881,-1.769172661804308,-1.8635555847556273
